District,State,Location,Latitude,Longitude,Lithology,Aquifer_Type,Expected_WBZ_Depth_m,Water_Level_m,Expected_Discharge_LPM,pH,EC_uS_cm,Hardness_mg_L,Nitrate_mg_L,Fluoride_mg_L,Recommended_Drilling,Well_Suitability,Expected_Water_Quality
Kadapa,Andhra Pradesh,Site-0161,18.9259,81.3135,Shale,Confined,255,2.81,468,6.97,1603,482,20.0,1.56,Rotary Drilling,Suitable,Good
Anantapur,Andhra Pradesh,Site-0162,14.4583,81.347,Basalt,Semi-confined,37,8.18,461,6.72,1121,582,3.0,0.8,Percussion Drilling,Suitable,Good
East Godavari,Andhra Pradesh,Site-0163,16.1396,78.8106,Shale,Confined,39,8.78,389,7.55,723,274,8.0,0.71,Down-the-Hole,Suitable,Good
Krishna,Andhra Pradesh,Site-0164,16.9285,77.0583,Shale,Semi-confined,214,17.56,59,7.08,1529,495,30.0,1.96,Rotary Drilling,Not Suitable,Moderate
Krishna,Andhra Pradesh,Site-0165,18.2006,80.7209,Basalt,Confined,286,19.4,337,8.35,244,140,32.0,1.86,Down-the-Hole,Not Suitable,Moderate
Krishna,Andhra Pradesh,Site-0166,15.3604,78.099,Sandstone,Semi-confined,211,13.25,170,8.49,1226,382,8.0,1.33,Auger Drilling,Not Suitable,Good
East Godavari,Andhra Pradesh,Site-0167,18.6947,78.5791,Sandstone,Fractured,100,3.58,245,7.54,1588,727,81.0,1.44,Auger Drilling,Not Suitable,Good
West Godavari,Andhra Pradesh,Site-0168,13.9165,83.7938,Limestone,Semi-confined,259,11.76,155,7.8,1389,654,88.0,1.64,Percussion Drilling,Not Suitable,Moderate
East Godavari,Andhra Pradesh,Site-0169,18.4574,80.0105,Basalt,Confined,192,3.22,322,8.4,442,288,41.0,1.71,Percussion Drilling,Not Suitable,Poor
Anantapur,Andhra Pradesh,Site-0170,17.5926,83.1609,Shale,Fractured,185,9.97,470,8.29,1712,380,20.0,1.6,Rotary Drilling,Not Suitable,Good
Kadapa,Andhra Pradesh,Site-0171,13.1572,83.9017,Limestone,Semi-confined,148,12.73,168,7.87,935,181,89.0,1.6,Percussion Drilling,Not Suitable,Poor
West Godavari,Andhra Pradesh,Site-0172,15.8126,81.547,Basalt,Fractured,281,10.53,133,6.89,266,518,98.0,1.94,Down-the-Hole,Not Suitable,Moderate
Kurnool,Andhra Pradesh,Site-0173,17.4542,83.9177,Basalt,Unconfined,120,18.69,274,8.23,1203,432,59.0,1.8,Auger Drilling,Not Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0174,16.6476,82.7703,Alluvium,Semi-confined,231,13.01,430,7.64,1298,637,83.0,1.78,Rotary Drilling,Not Suitable,Poor
Chittoor,Andhra Pradesh,Site-0175,15.7097,82.7891,Granite,Confined,295,11.68,426,6.58,993,628,98.0,1.34,Rotary Drilling,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0176,15.6373,83.1908,Sandstone,Fractured,115,9.6,363,8.34,1613,629,19.0,1.03,Auger Drilling,Not Suitable,Good
East Godavari,Andhra Pradesh,Site-0177,13.679,82.4511,Alluvium,Confined,231,9.44,280,6.55,1129,704,92.0,1.81,Auger Drilling,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0178,14.9444,81.54,Alluvium,Confined,93,3.64,411,7.4,943,187,68.0,1.47,Percussion Drilling,Not Suitable,Moderate
East Godavari,Andhra Pradesh,Site-0179,15.2836,82.3778,Sandstone,Confined,113,17.64,141,8.04,305,529,40.0,0.76,Auger Drilling,Not Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0180,13.7053,77.921,Basalt,Unconfined,159,2.22,304,8.21,1313,105,78.0,1.79,Percussion Drilling,Not Suitable,Good
West Godavari,Andhra Pradesh,Site-0181,16.9568,80.1762,Shale,Unconfined,33,6.4,330,7.06,1487,670,27.0,0.29,Percussion Drilling,Suitable,Good
Prakasam,Andhra Pradesh,Site-0182,13.2203,82.9768,Alluvium,Semi-confined,199,18.57,75,6.72,565,265,87.0,0.71,Percussion Drilling,Not Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0183,15.1611,77.2509,Sandstone,Semi-confined,218,18.16,469,6.64,1075,663,9.0,0.73,Percussion Drilling,Suitable,Good
Guntur,Andhra Pradesh,Site-0184,14.9753,79.8963,Basalt,Confined,59,3.97,423,8.46,1283,189,62.0,1.5,Down-the-Hole,Not Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0185,18.0868,78.8176,Limestone,Semi-confined,96,13.06,304,7.54,1494,609,64.0,1.65,Percussion Drilling,Not Suitable,Poor
Guntur,Andhra Pradesh,Site-0186,18.8755,77.0111,Granite,Fractured,90,15.27,156,8.1,1049,523,6.0,0.8,Percussion Drilling,Not Suitable,Good
Kurnool,Andhra Pradesh,Site-0187,17.1401,78.7809,Granite,Semi-confined,183,11.12,215,8.03,433,441,44.0,0.91,Rotary Drilling,Not Suitable,Good
Kurnool,Andhra Pradesh,Site-0188,14.9831,79.3656,Alluvium,Fractured,272,16.35,380,6.77,518,742,59.0,1.81,Down-the-Hole,Not Suitable,Moderate
Nellore,Andhra Pradesh,Site-0189,18.5667,77.3922,Limestone,Semi-confined,191,11.99,59,6.92,1603,439,46.0,0.32,Percussion Drilling,Not Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0190,15.0349,79.6267,Limestone,Confined,229,5.37,109,8.23,1739,415,91.0,1.74,Rotary Drilling,Not Suitable,Moderate
Nellore,Andhra Pradesh,Site-0191,13.5208,83.1393,Sandstone,Fractured,184,5.89,204,6.85,966,138,100.0,0.56,Rotary Drilling,Not Suitable,Moderate
East Godavari,Andhra Pradesh,Site-0192,13.1496,80.3786,Limestone,Confined,127,8.12,297,7.96,1272,417,100.0,0.79,Rotary Drilling,Not Suitable,Poor
Kadapa,Andhra Pradesh,Site-0193,14.2311,77.2559,Shale,Unconfined,32,7.6,72,7.87,1417,189,43.0,1.04,Rotary Drilling,Not Suitable,Good
East Godavari,Andhra Pradesh,Site-0194,17.5971,82.2189,Granite,Semi-confined,137,7.78,148,7.07,1290,426,99.0,0.99,Rotary Drilling,Not Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0195,13.945,77.8012,Limestone,Unconfined,135,11.77,331,7.14,489,390,74.0,0.64,Rotary Drilling,Not Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0196,18.3535,80.784,Granite,Confined,44,10.47,395,6.6,985,155,12.0,0.97,Percussion Drilling,Suitable,Poor
West Godavari,Andhra Pradesh,Site-0197,18.3477,81.4063,Alluvium,Fractured,212,7.62,468,6.9,1753,786,69.0,0.34,Auger Drilling,Not Suitable,Poor
Kadapa,Andhra Pradesh,Site-0198,13.5575,82.6165,Alluvium,Fractured,79,10.2,400,7.79,1769,576,61.0,0.62,Percussion Drilling,Not Suitable,Good
West Godavari,Andhra Pradesh,Site-0199,14.5483,79.5441,Basalt,Semi-confined,196,10.16,65,6.63,431,459,62.0,1.03,Percussion Drilling,Not Suitable,Moderate
Prakasam,Andhra Pradesh,Site-0200,16.6266,77.8918,Granite,Fractured,84,7.87,382,6.64,818,645,60.0,0.92,Auger Drilling,Not Suitable,Good
West Godavari,Andhra Pradesh,Site-0201,14.4621,78.1131,Shale,Fractured,63,8.13,466,7.89,1082,545,73.0,1.62,Percussion Drilling,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0202,17.4362,81.9834,Shale,Unconfined,267,7.86,99,8.14,560,415,52.0,0.33,Rotary Drilling,Not Suitable,Poor
West Godavari,Andhra Pradesh,Site-0203,17.6281,79.6524,Shale,Unconfined,76,5.92,121,8.27,1746,751,1.0,1.56,Percussion Drilling,Not Suitable,Moderate
East Godavari,Andhra Pradesh,Site-0204,14.749,81.309,Shale,Confined,135,14.27,212,7.1,1826,795,39.0,1.85,Auger Drilling,Suitable,Poor
Prakasam,Andhra Pradesh,Site-0205,18.9417,81.0791,Limestone,Fractured,95,17.35,81,7.24,1324,154,1.0,1.47,Down-the-Hole,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0206,18.1941,78.6467,Alluvium,Fractured,192,14.81,257,7.26,1316,316,85.0,0.51,Percussion Drilling,Not Suitable,Good
East Godavari,Andhra Pradesh,Site-0207,15.3076,83.4714,Shale,Confined,177,19.95,393,6.75,223,173,83.0,0.23,Auger Drilling,Not Suitable,Poor
Nellore,Andhra Pradesh,Site-0208,18.8499,77.9504,Basalt,Fractured,263,18.08,406,7.71,1071,738,24.0,1.02,Auger Drilling,Suitable,Poor
Krishna,Andhra Pradesh,Site-0209,15.3083,78.5802,Shale,Unconfined,285,17.24,171,7.92,751,520,70.0,1.24,Rotary Drilling,Not Suitable,Good
West Godavari,Andhra Pradesh,Site-0210,15.8996,79.5801,Limestone,Fractured,70,4.56,424,7.55,1959,386,60.0,1.13,Rotary Drilling,Not Suitable,Good
Krishna,Andhra Pradesh,Site-0211,16.784,81.6462,Alluvium,Unconfined,189,13.03,225,7.57,222,580,59.0,1.12,Auger Drilling,Not Suitable,Poor
Prakasam,Andhra Pradesh,Site-0212,15.5261,83.7241,Sandstone,Semi-confined,115,2.64,355,8.0,1688,677,34.0,0.31,Auger Drilling,Suitable,Poor
Kadapa,Andhra Pradesh,Site-0213,16.4372,81.5942,Sandstone,Unconfined,176,10.73,114,7.51,1943,384,33.0,0.44,Down-the-Hole,Suitable,Moderate
Guntur,Andhra Pradesh,Site-0214,13.0852,77.7808,Basalt,Confined,258,8.66,139,7.02,1635,341,63.0,0.53,Rotary Drilling,Not Suitable,Moderate
Chittoor,Andhra Pradesh,Site-0215,18.8041,81.1688,Basalt,Fractured,241,15.87,171,7.82,1686,752,22.0,0.58,Down-the-Hole,Suitable,Good
Guntur,Andhra Pradesh,Site-0216,17.5329,77.812,Basalt,Fractured,234,10.57,293,7.99,1740,645,30.0,0.88,Auger Drilling,Suitable,Moderate
Guntur,Andhra Pradesh,Site-0217,13.8709,83.0919,Granite,Semi-confined,259,8.88,211,8.42,1598,142,13.0,1.85,Down-the-Hole,Not Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0218,18.5083,83.0085,Sandstone,Semi-confined,166,16.44,180,7.81,1001,572,99.0,1.42,Percussion Drilling,Not Suitable,Poor
West Godavari,Andhra Pradesh,Site-0219,17.623,80.6397,Alluvium,Confined,190,11.86,394,6.52,339,112,53.0,0.38,Rotary Drilling,Not Suitable,Poor
Krishna,Andhra Pradesh,Site-0220,15.1091,82.0768,Sandstone,Confined,47,2.43,97,6.61,1416,772,28.0,1.91,Rotary Drilling,Not Suitable,Poor
Chittoor,Andhra Pradesh,Site-0221,13.5183,81.2328,Shale,Confined,86,14.52,179,7.09,1552,177,82.0,1.02,Down-the-Hole,Not Suitable,Moderate
Prakasam,Andhra Pradesh,Site-0222,14.544,82.4651,Sandstone,Unconfined,225,8.99,80,7.02,1864,371,23.0,0.99,Auger Drilling,Not Suitable,Good
West Godavari,Andhra Pradesh,Site-0223,15.3558,81.5184,Granite,Confined,250,5.93,379,6.71,1104,365,14.0,0.26,Rotary Drilling,Suitable,Poor
Guntur,Andhra Pradesh,Site-0224,17.6634,77.1314,Shale,Confined,30,18.79,390,7.28,510,437,51.0,1.23,Auger Drilling,Not Suitable,Moderate
Nellore,Andhra Pradesh,Site-0225,15.4235,82.0944,Granite,Confined,31,8.92,402,8.14,1187,224,73.0,1.16,Down-the-Hole,Not Suitable,Moderate
Guntur,Andhra Pradesh,Site-0226,15.4037,81.4259,Alluvium,Unconfined,217,11.62,224,6.66,1141,396,83.0,0.57,Rotary Drilling,Not Suitable,Moderate
Kurnool,Andhra Pradesh,Site-0227,14.7932,79.7307,Granite,Semi-confined,279,3.53,373,7.38,588,243,5.0,0.55,Percussion Drilling,Suitable,Moderate
Nellore,Andhra Pradesh,Site-0228,13.378,80.7839,Sandstone,Fractured,260,19.4,58,6.57,314,445,93.0,0.28,Rotary Drilling,Not Suitable,Good
East Godavari,Andhra Pradesh,Site-0229,15.7502,81.7465,Limestone,Confined,149,18.65,68,7.97,1201,769,3.0,1.05,Rotary Drilling,Not Suitable,Good
Kadapa,Andhra Pradesh,Site-0230,13.0862,81.4286,Sandstone,Unconfined,263,13.0,477,7.68,1874,208,15.0,1.09,Percussion Drilling,Suitable,Good
Kurnool,Andhra Pradesh,Site-0231,15.5573,82.6806,Alluvium,Fractured,196,4.17,400,7.65,481,429,28.0,1.58,Percussion Drilling,Suitable,Moderate
Chittoor,Andhra Pradesh,Site-0232,13.7245,77.9887,Shale,Confined,219,11.96,274,6.99,1391,141,18.0,0.38,Auger Drilling,Suitable,Good
Anantapur,Andhra Pradesh,Site-0233,18.2778,77.5651,Granite,Confined,75,14.72,353,8.27,1052,587,89.0,0.43,Percussion Drilling,Not Suitable,Poor
Guntur,Andhra Pradesh,Site-0234,16.1385,79.8842,Basalt,Unconfined,122,14.91,363,8.4,1484,408,45.0,0.95,Percussion Drilling,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0235,18.9196,83.8375,Limestone,Semi-confined,289,5.95,444,7.75,626,383,7.0,0.55,Percussion Drilling,Suitable,Poor
Krishna,Andhra Pradesh,Site-0236,15.9851,78.1183,Granite,Unconfined,216,7.13,272,7.0,1463,564,6.0,0.39,Rotary Drilling,Suitable,Poor
Kadapa,Andhra Pradesh,Site-0237,13.9483,77.2035,Limestone,Unconfined,66,18.11,419,7.39,1387,433,54.0,0.56,Down-the-Hole,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0238,14.9568,77.6864,Alluvium,Fractured,132,8.76,162,6.65,1398,596,7.0,1.8,Percussion Drilling,Suitable,Good
West Godavari,Andhra Pradesh,Site-0239,15.7299,79.7113,Basalt,Fractured,129,13.38,188,6.9,460,132,89.0,1.22,Down-the-Hole,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0240,18.1099,80.2101,Basalt,Semi-confined,142,17.96,359,6.81,1827,753,79.0,1.83,Percussion Drilling,Not Suitable,Good
Nellore,Andhra Pradesh,Site-0241,18.1418,80.4245,Basalt,Fractured,266,7.03,423,7.36,1987,352,32.0,0.79,Percussion Drilling,Suitable,Poor
Kadapa,Andhra Pradesh,Site-0242,18.4825,83.2878,Shale,Unconfined,50,19.84,425,8.04,268,535,68.0,0.91,Rotary Drilling,Not Suitable,Moderate
Krishna,Andhra Pradesh,Site-0243,14.4431,80.9094,Granite,Fractured,141,4.39,201,6.98,385,116,62.0,1.4,Percussion Drilling,Not Suitable,Poor
Krishna,Andhra Pradesh,Site-0244,18.1475,82.231,Granite,Fractured,267,15.89,497,7.91,578,479,81.0,1.04,Rotary Drilling,Not Suitable,Poor
Chittoor,Andhra Pradesh,Site-0245,15.3093,81.8353,Limestone,Unconfined,181,9.67,188,7.9,1454,655,74.0,1.63,Rotary Drilling,Not Suitable,Poor
Prakasam,Andhra Pradesh,Site-0246,17.4146,77.3837,Alluvium,Semi-confined,56,4.0,237,7.43,283,474,47.0,0.52,Rotary Drilling,Suitable,Poor
Kurnool,Andhra Pradesh,Site-0247,13.8304,79.3445,Limestone,Unconfined,274,15.27,435,7.66,1639,314,97.0,1.54,Percussion Drilling,Not Suitable,Moderate
Prakasam,Andhra Pradesh,Site-0248,18.3876,80.525,Shale,Semi-confined,57,3.14,226,7.4,1226,639,16.0,1.05,Down-the-Hole,Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0249,15.2089,81.7131,Alluvium,Unconfined,126,18.05,284,6.67,1000,283,37.0,1.92,Rotary Drilling,Suitable,Good
Kadapa,Andhra Pradesh,Site-0250,14.6557,81.8796,Shale,Confined,134,11.37,371,6.55,1053,798,70.0,1.88,Auger Drilling,Not Suitable,Moderate
Nellore,Andhra Pradesh,Site-0251,15.6632,81.5128,Sandstone,Confined,62,2.4,460,6.96,1264,760,43.0,0.94,Down-the-Hole,Suitable,Poor
Prakasam,Andhra Pradesh,Site-0252,15.9169,81.661,Limestone,Fractured,264,7.47,117,8.3,827,275,34.0,0.61,Down-the-Hole,Not Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0253,13.89,78.9907,Basalt,Confined,176,5.28,139,8.18,1618,782,20.0,0.49,Rotary Drilling,Not Suitable,Good
Prakasam,Andhra Pradesh,Site-0254,16.4472,80.0862,Sandstone,Confined,135,12.12,67,7.83,904,251,48.0,1.01,Percussion Drilling,Not Suitable,Poor
Guntur,Andhra Pradesh,Site-0255,13.7289,77.1745,Shale,Confined,264,18.7,129,6.51,1712,659,65.0,0.8,Down-the-Hole,Not Suitable,Moderate
Guntur,Andhra Pradesh,Site-0256,18.8176,82.2791,Limestone,Confined,256,8.1,107,7.96,282,242,87.0,1.19,Down-the-Hole,Not Suitable,Good
Nellore,Andhra Pradesh,Site-0257,16.7051,78.5426,Sandstone,Unconfined,197,2.99,378,6.89,1278,327,99.0,0.7,Rotary Drilling,Not Suitable,Good
East Godavari,Andhra Pradesh,Site-0258,18.0967,81.7394,Granite,Fractured,129,10.83,358,7.71,314,782,47.0,0.92,Auger Drilling,Suitable,Moderate
Nellore,Andhra Pradesh,Site-0259,15.237,78.9926,Sandstone,Semi-confined,258,17.74,94,6.93,1109,525,57.0,0.72,Auger Drilling,Not Suitable,Poor
Nellore,Andhra Pradesh,Site-0260,13.8374,81.1103,Granite,Confined,136,7.46,494,7.55,886,167,76.0,1.56,Rotary Drilling,Not Suitable,Good
Nellore,Andhra Pradesh,Site-0261,16.8328,78.9133,Basalt,Fractured,100,5.59,476,7.26,1334,602,6.0,1.68,Down-the-Hole,Suitable,Poor
Guntur,Andhra Pradesh,Site-0262,15.9646,82.179,Basalt,Unconfined,31,4.77,203,8.41,1908,751,61.0,0.42,Down-the-Hole,Not Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0263,15.9513,81.8149,Basalt,Unconfined,91,15.76,302,8.49,336,713,96.0,0.85,Auger Drilling,Not Suitable,Poor
Nellore,Andhra Pradesh,Site-0264,18.2101,81.396,Shale,Unconfined,221,11.23,344,6.54,731,266,75.0,0.31,Down-the-Hole,Not Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0265,15.1443,77.3702,Sandstone,Fractured,212,2.88,199,7.56,357,626,25.0,1.58,Percussion Drilling,Suitable,Good
West Godavari,Andhra Pradesh,Site-0266,17.5158,80.806,Sandstone,Semi-confined,168,14.34,402,7.23,1294,693,46.0,1.68,Rotary Drilling,Suitable,Good
East Godavari,Andhra Pradesh,Site-0267,14.6885,82.4517,Shale,Semi-confined,113,3.84,129,7.51,1903,292,72.0,1.3,Rotary Drilling,Not Suitable,Moderate
Krishna,Andhra Pradesh,Site-0268,18.4962,77.816,Basalt,Unconfined,275,8.27,403,7.23,1873,552,77.0,1.14,Down-the-Hole,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0269,13.1726,82.702,Basalt,Confined,102,14.38,207,6.75,466,180,55.0,1.44,Rotary Drilling,Not Suitable,Good
Anantapur,Andhra Pradesh,Site-0270,17.6482,82.3013,Granite,Confined,85,2.59,387,7.53,321,580,16.0,1.84,Rotary Drilling,Suitable,Good
Guntur,Andhra Pradesh,Site-0271,17.0055,82.2819,Granite,Confined,132,5.33,229,6.56,498,384,75.0,0.83,Percussion Drilling,Not Suitable,Poor
West Godavari,Andhra Pradesh,Site-0272,14.4509,80.9916,Granite,Unconfined,300,5.91,148,8.43,551,650,1.0,1.95,Rotary Drilling,Not Suitable,Good
East Godavari,Andhra Pradesh,Site-0273,18.1078,80.323,Alluvium,Confined,255,14.12,104,6.86,926,488,55.0,0.59,Percussion Drilling,Not Suitable,Moderate
Chittoor,Andhra Pradesh,Site-0274,17.5685,79.2,Shale,Unconfined,296,4.45,440,7.22,790,670,93.0,0.27,Down-the-Hole,Not Suitable,Moderate
Chittoor,Andhra Pradesh,Site-0275,15.3087,80.1986,Alluvium,Semi-confined,257,6.07,258,7.08,1951,538,25.0,1.74,Auger Drilling,Suitable,Poor
Prakasam,Andhra Pradesh,Site-0276,14.0758,83.9911,Shale,Unconfined,232,9.89,387,7.85,444,246,51.0,0.92,Rotary Drilling,Not Suitable,Poor
Kadapa,Andhra Pradesh,Site-0277,13.3883,83.8265,Sandstone,Confined,236,4.21,479,7.35,1222,385,98.0,1.48,Down-the-Hole,Not Suitable,Poor
Nellore,Andhra Pradesh,Site-0278,15.1366,81.6667,Shale,Fractured,291,7.02,443,7.41,450,356,63.0,1.1,Percussion Drilling,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0279,17.4268,82.8122,Shale,Unconfined,121,8.89,397,7.15,820,736,80.0,0.37,Rotary Drilling,Not Suitable,Poor
East Godavari,Andhra Pradesh,Site-0280,17.6054,82.5491,Basalt,Semi-confined,284,10.82,183,7.58,1857,653,70.0,0.23,Rotary Drilling,Not Suitable,Moderate
Chittoor,Andhra Pradesh,Site-0281,15.3018,79.2019,Shale,Fractured,265,2.65,140,7.61,1962,410,91.0,0.5,Auger Drilling,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0282,17.2943,80.4122,Granite,Fractured,270,10.57,487,6.81,314,500,34.0,1.09,Auger Drilling,Suitable,Poor
Prakasam,Andhra Pradesh,Site-0283,17.5988,78.9911,Granite,Unconfined,53,4.31,237,7.2,1719,697,4.0,1.58,Down-the-Hole,Suitable,Moderate
Chittoor,Andhra Pradesh,Site-0284,15.5689,83.9436,Shale,Semi-confined,58,13.9,176,6.97,839,706,11.0,1.84,Rotary Drilling,Suitable,Moderate
Chittoor,Andhra Pradesh,Site-0285,15.0256,77.138,Sandstone,Unconfined,265,13.84,266,7.64,1062,373,3.0,1.45,Rotary Drilling,Suitable,Moderate
Nellore,Andhra Pradesh,Site-0286,16.4221,79.2569,Granite,Fractured,81,14.44,155,7.17,1229,783,44.0,0.5,Down-the-Hole,Suitable,Moderate
Nellore,Andhra Pradesh,Site-0287,14.2106,81.4481,Granite,Confined,177,6.77,202,8.49,1023,331,80.0,1.54,Rotary Drilling,Not Suitable,Poor
West Godavari,Andhra Pradesh,Site-0288,13.5684,79.3579,Granite,Fractured,248,5.78,457,6.65,1887,409,65.0,1.65,Auger Drilling,Not Suitable,Poor
East Godavari,Andhra Pradesh,Site-0289,14.8801,79.9002,Sandstone,Fractured,122,17.86,371,7.91,1966,291,74.0,1.1,Auger Drilling,Not Suitable,Moderate
East Godavari,Andhra Pradesh,Site-0290,17.8536,82.9694,Shale,Unconfined,297,5.61,286,6.8,508,407,56.0,0.94,Rotary Drilling,Not Suitable,Poor
Kurnool,Andhra Pradesh,Site-0291,18.0758,78.8685,Sandstone,Confined,161,14.36,170,7.31,432,253,25.0,0.25,Down-the-Hole,Suitable,Moderate
Krishna,Andhra Pradesh,Site-0292,16.359,80.0529,Alluvium,Unconfined,133,4.87,119,6.56,1817,384,85.0,1.19,Rotary Drilling,Not Suitable,Poor
Krishna,Andhra Pradesh,Site-0293,17.6934,77.3873,Granite,Semi-confined,182,17.61,258,8.29,1575,773,12.0,0.91,Percussion Drilling,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0294,16.4258,80.5017,Granite,Semi-confined,284,17.92,171,7.7,1783,420,43.0,1.7,Auger Drilling,Suitable,Poor
Kurnool,Andhra Pradesh,Site-0295,18.613,78.5261,Granite,Confined,139,19.46,275,7.32,1967,703,8.0,1.08,Down-the-Hole,Suitable,Poor
Chittoor,Andhra Pradesh,Site-0296,14.8989,79.9665,Alluvium,Confined,172,17.83,124,7.23,1665,476,40.0,0.24,Rotary Drilling,Suitable,Poor
Anantapur,Andhra Pradesh,Site-0297,17.1441,82.5216,Basalt,Semi-confined,226,7.57,408,7.23,1863,224,69.0,1.76,Auger Drilling,Not Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0298,18.4587,79.7508,Sandstone,Semi-confined,76,18.85,437,6.97,630,264,57.0,1.34,Auger Drilling,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0299,18.1987,82.7624,Shale,Fractured,241,18.68,220,7.93,1995,202,21.0,1.46,Rotary Drilling,Suitable,Moderate
Nellore,Andhra Pradesh,Site-0300,16.6127,82.694,Alluvium,Semi-confined,262,14.51,440,6.6,1513,288,81.0,1.0,Percussion Drilling,Not Suitable,Good
Nellore,Andhra Pradesh,Site-0301,14.2005,79.1388,Limestone,Unconfined,86,4.84,314,7.93,1772,764,98.0,0.43,Auger Drilling,Not Suitable,Moderate
Krishna,Andhra Pradesh,Site-0302,15.8702,82.1462,Sandstone,Confined,197,16.39,151,6.67,952,286,51.0,1.78,Percussion Drilling,Not Suitable,Good
Anantapur,Andhra Pradesh,Site-0303,18.5387,81.5297,Alluvium,Confined,75,19.53,151,7.02,1944,272,7.0,0.92,Auger Drilling,Suitable,Poor
Guntur,Andhra Pradesh,Site-0304,13.8955,83.7062,Basalt,Unconfined,37,14.93,272,8.05,1129,789,64.0,0.41,Percussion Drilling,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0305,14.7278,80.4592,Basalt,Fractured,135,12.8,471,7.07,1586,293,54.0,0.52,Percussion Drilling,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0306,18.8568,78.6484,Shale,Confined,219,12.49,381,7.42,221,580,18.0,1.77,Auger Drilling,Suitable,Poor
Kurnool,Andhra Pradesh,Site-0307,17.28,81.9592,Alluvium,Semi-confined,67,3.72,80,6.6,680,582,46.0,1.99,Rotary Drilling,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0308,16.0273,79.6666,Shale,Semi-confined,97,19.43,336,6.58,567,366,22.0,1.11,Down-the-Hole,Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0309,13.5379,81.9718,Shale,Confined,163,4.1,72,8.46,1222,387,96.0,0.85,Auger Drilling,Not Suitable,Moderate
Guntur,Andhra Pradesh,Site-0310,16.6776,82.3309,Sandstone,Semi-confined,253,18.07,211,7.97,1206,254,72.0,1.74,Auger Drilling,Not Suitable,Good
Kurnool,Andhra Pradesh,Site-0311,13.8917,78.609,Granite,Fractured,163,4.94,289,7.37,1213,141,57.0,0.84,Auger Drilling,Not Suitable,Moderate
Krishna,Andhra Pradesh,Site-0312,13.6749,82.0383,Basalt,Unconfined,208,3.68,494,7.07,1909,272,96.0,1.12,Down-the-Hole,Not Suitable,Poor
West Godavari,Andhra Pradesh,Site-0313,14.2744,83.986,Granite,Confined,243,18.57,176,8.04,1586,196,43.0,0.25,Rotary Drilling,Not Suitable,Moderate
Prakasam,Andhra Pradesh,Site-0314,16.542,83.6585,Sandstone,Confined,44,3.46,475,7.92,1182,564,81.0,1.92,Rotary Drilling,Not Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0315,16.937,83.6563,Sandstone,Confined,138,17.54,460,7.79,861,156,96.0,0.33,Auger Drilling,Not Suitable,Good
Nellore,Andhra Pradesh,Site-0316,14.531,78.6806,Shale,Unconfined,40,17.34,133,7.28,1024,391,83.0,1.55,Percussion Drilling,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0317,15.9451,80.0265,Sandstone,Confined,213,13.98,476,7.23,609,601,58.0,1.79,Auger Drilling,Not Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0318,16.602,77.6316,Shale,Semi-confined,125,9.81,268,6.69,1251,449,60.0,1.42,Percussion Drilling,Not Suitable,Moderate
East Godavari,Andhra Pradesh,Site-0319,16.7774,80.6727,Sandstone,Fractured,253,3.43,460,7.46,504,230,88.0,1.83,Percussion Drilling,Not Suitable,Poor
Nellore,Andhra Pradesh,Site-0320,14.7729,77.3341,Granite,Unconfined,292,3.94,267,7.33,1151,776,93.0,1.22,Down-the-Hole,Not Suitable,Moderate
